,loan_id,borrower_id,loan_date_of_release,term,LoanAmount,Downpayment,state,city,zip code,payment_frequency,maturity_date,current_days_past_due,last_due_date,last_repayment_date,amount_at_risk,borrower_credit_score,branch,branch_id,borrower_name,total_amount_paid,total_amount_expected
38,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2021-07-16,2021-07-16,0.0,4,,,,3815411.4179999996,3815411.4179999996
39,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2021-08-16,2021-08-16,0.0,4,,,,5087215.223999999,5087215.223999999
40,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2021-09-16,2021-09-16,0.0,4,,,,6359019.029999999,6359019.029999999
41,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2021-10-16,2021-10-16,0.0,4,,,,7630822.835999999,7630822.835999999
42,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2021-11-16,2021-11-16,0.0,4,,,,8902626.641999999,8902626.641999999
43,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2021-12-16,2021-12-16,0.0,4,,,,10174430.447999999,10174430.447999999
44,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-01-16,2022-01-16,0.0,4,,,,11446234.253999999,11446234.253999999
45,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-02-16,2022-02-16,0.0,4,,,,12718038.059999999,12718038.059999999
46,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-03-16,2022-03-16,0.0,4,,,,13989841.865999999,13989841.865999999
47,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-04-16,2022-04-16,0.0,4,,,,15261645.671999998,15261645.671999998
48,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-05-16,2022-05-16,0.0,4,,,,16533449.477999998,16533449.477999998
49,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-06-16,2022-06-16,0.0,4,,,,17805253.283999998,17805253.283999998
50,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-07-16,2022-07-16,0.0,4,,,,19077057.089999996,19077057.089999996
51,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-08-16,2022-08-16,0.0,4,,,,20348860.895999998,20348860.895999998
52,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-09-16,2022-09-16,0.0,4,,,,21620664.702,21620664.702
53,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-10-16,2022-10-16,0.0,4,,,,22892468.508,22892468.508
54,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-11-16,2022-11-16,0.0,4,,,,24164272.314000003,24164272.314000003
55,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2022-12-16,2022-12-16,0.0,4,,,,25436076.120000005,25436076.120000005
56,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-01-16,2023-01-16,0.0,4,,,,26707879.926000006,26707879.926000006
57,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-02-16,2023-02-16,0.0,4,,,,27979683.73200001,27979683.73200001
58,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-03-16,2023-03-16,0.0,4,,,,29251487.53800001,29251487.53800001
59,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-04-16,2023-04-16,0.0,4,,,,30523291.34400001,30523291.34400001
60,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-05-16,2023-05-16,0.0,4,,,,31795095.150000013,31795095.150000013
61,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-06-16,2023-06-16,0.0,4,,,,33066898.956000015,33066898.956000015
62,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-07-16,2023-07-16,0.0,4,,,,34338702.76200002,34338702.76200002
63,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-08-16,2023-08-16,0.0,4,,,,35610506.56800002,35610506.56800002
64,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-09-16,2023-09-16,0.0,4,,,,36882310.37400002,36882310.37400002
65,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-10-16,2023-10-16,0.0,4,,,,38154114.18000002,38154114.18000002
66,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-11-16,2023-11-16,0.0,4,,,,39425917.986000024,39425917.986000024
67,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2023-12-16,2023-12-16,0.0,4,,,,40697721.792000026,40697721.792000026
68,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2024-01-16,2024-01-16,0.0,4,,,,41969525.59800003,41969525.59800003
69,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2024-02-16,2024-02-16,0.0,4,,,,43241329.40400003,43241329.40400003
70,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2024-03-16,2024-03-16,0.0,4,,,,44513133.21000003,44513133.21000003
71,09u924rbwf,123fd35,2021-04-16,36,45784937,1200000,dfgc,12olki,19473,1271803.8059999999,04/30/2024,0 days,2024-04-16,2024-04-16,0.0,4,,,,45784937.01600003,45784937.01600003
72,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2021-04-26,2021-04-26,0.0,a,,,,102907.5,102907.5
73,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2021-05-26,2021-05-26,0.0,a,,,,205815.0,205815.0
74,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2021-06-26,2021-06-26,0.0,a,,,,308722.5,308722.5
75,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2021-07-26,2021-07-26,0.0,a,,,,411630.0,411630.0
76,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2021-08-26,2021-08-26,0.0,a,,,,514537.5,514537.5
77,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2021-09-26,2021-09-26,0.0,a,,,,617445.0,617445.0
78,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2021-10-26,2021-10-26,0.0,a,,,,720352.5,720352.5
79,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2021-11-26,2021-11-26,0.0,a,,,,823260.0,823260.0
80,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2021-12-26,2021-12-26,0.0,a,,,,926167.5,926167.5
81,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2022-01-26,2022-01-26,0.0,a,,,,1029075.0,1029075.0
82,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2022-02-26,2022-02-26,0.0,a,,,,1131982.5,1131982.5
83,3240-9rfwb,123fd36,2021-03-26,12,1234890,132000,rtgio,89hfg,923475,102907.5,03/31/2022,0 days,2022-03-26,2022-03-26,0.0,a,,,,1234890.0,1234890.0
